id	comm_id
2997	15
2998	58
2999	51
3000	4
3001	37
3002	51
3003	9
3004	4
3005	56
3006	23
3007	23
3008	34
3009	36
3010	39
3011	63
3012	47
3013	43
3014	33
3015	59
3016	11
3017	40
3018	57
3019	20
3020	55
3021	21
3022	54
3023	63
3024	33
3025	61
3026	41
3027	43
3028	19
3029	49
3030	27
3031	51
3032	44
3033	21
3034	40
3035	64
3036	47
3037	7
3038	61
3039	1
3040	46
3041	59
3042	47
3043	55
3044	9
3045	3
3046	57
3047	12
3048	33
3049	60
3050	46
3051	63
3052	8
3053	40
3054	5
3055	8
3056	51
3057	28
3058	57
3059	52
3060	39
3061	17
3062	10
3063	18
3064	10
3065	8
3066	12
3067	25
3068	12
3069	25
3070	42
3071	9
3072	27
3073	62
3074	57
3075	42
3076	43
3077	37
3078	61
3079	5
3080	15
3081	29
3082	36
3083	9
3084	13
3085	1
3086	48
3087	5
3088	35
3089	42
3090	38
3091	12
3092	31
3093	39
3094	59
3095	65
3096	22
3097	28
3098	40
3099	40
3100	63
3101	33
3102	24
3103	49
3104	29
3105	45
3106	11
3107	3
3108	27
3109	29
3110	43
3111	34
3112	18
3113	46
3114	33
3115	62
3116	50
3117	49
3118	9
3119	41
3120	0
3121	24
3122	23
3123	8
3124	16
3125	25
3126	19
3127	37
3128	50
3129	16
3130	37
3131	10
3132	53
3133	34
3134	8
3135	3
3136	25
3137	1
3138	6
3139	55
3140	45
3141	1
3142	37
3143	61
3144	54
3145	6
3146	5
3147	5
3148	14
3149	29
3150	33
3151	1
3152	13
3153	18
3154	6
3155	48
3156	56
3157	49
3158	43
3159	53
3160	35
3161	0
3162	17
3163	47
3164	4
3165	13
3166	57
3167	51
3168	16
3169	47
3170	7
3171	42
3172	56
3173	33
3174	2
3175	41
3176	48
3177	24
3178	35
3179	28
3180	31
3181	37
3182	26
3183	39
3184	44
3185	56
3186	61
3187	30
3188	37
3189	36
3190	49
3191	32
3192	5
3193	9
3194	40
3195	17
3196	12
3197	21
3198	10
3199	7
3200	15
3201	51
3202	29
3203	15
3204	43
3205	5
3206	3
3207	42
3208	38
3209	37
3210	24
3211	19
3212	28
3213	25
3214	25
3215	20
3216	9
3217	12
3218	44
3219	20
3220	34
3221	63
3222	65
3223	54
3224	54
3225	7
3226	7
3227	11
3228	33
3229	46
3230	44
3231	0
3232	1
3233	23
3234	64
3235	29
3236	38
3237	19
3238	28
3239	54
3240	11
3241	7
3242	28
3243	23
3244	13
3245	61
3246	13
3247	46
3248	31
3249	56
3250	1
3251	45
3252	65
3253	8
3254	61
3255	31
3256	7
3257	26
3258	41
3259	47
3260	48
3261	26
3262	7
3263	9
3264	28
3265	22
3266	13
3267	19
3268	51
3269	11
3270	50
3271	27
3272	37
3273	13
3274	54
3275	4
3276	21
3277	8
3278	14
3279	63
3280	45
3281	63
3282	44
3283	42
3284	30
3285	57
3286	33
3287	15
3288	32
3289	56
3290	35
3291	64
3292	1
3293	38
3294	42
3295	46
3296	19
3297	12
3298	26
3299	38
3300	21
3301	5
3302	14
3303	9
3304	5
3305	2
3306	27
3307	2
3308	26
3309	8
3310	31
3311	47
3312	1
3313	24
3314	57
3315	22
3316	16
3317	9
3318	37
3319	55
3320	64
3321	7
3322	1
3323	57
3324	9
3325	30
3326	53
3327	33
3328	43
3329	45
3330	2
3331	21
3332	32
3333	63
3334	5
3335	18
3336	62
3337	53
3338	35
3339	0
3340	24
3341	50
3342	49
3343	35
3344	17
3345	34
3346	18
3347	29
3348	25
3349	1
3350	4
3351	8
3352	27
3353	64
3354	25
3355	11
3356	38
3357	59
3358	54
3359	22
3360	2
3361	63
3362	11
3363	34
3364	22
3365	49
3366	4
3367	61
3368	28
3369	26
3370	32
3371	44
3372	34
3373	34
3374	44
3375	3
3376	62
3377	29
3378	0
3379	0
3380	61
3381	8
3382	52
3383	60
3384	40
3385	39
3386	59
3387	22
3388	51
3389	46
3390	64
3391	38
3392	3
3393	43
3394	60
3395	32
3396	58
3397	1
3398	47
3399	18
3400	13
3401	35
3402	26
3403	3
3404	13
3405	60
3406	7
3407	27
3408	56
3409	28
3410	22
3411	63
3412	4
3413	11
3414	43
3415	62
3416	18
3417	23
3418	16
3419	39
3420	25
3421	38
3422	31
3423	29
3424	33
3425	15
3426	42
3427	45
3428	47
3429	5
3430	62
3431	4
3432	35
3433	20
3434	19
3435	62
3436	64
3437	32
3438	56
3439	6
3440	26
3441	46
3442	21
3443	40
3444	29
3445	1
3446	22
3447	61
3448	51
3449	29
3450	51
3451	24
3452	55
3453	50
3454	47
3455	52
3456	65
3457	19
3458	53
3459	22
3460	49
3461	10
3462	4
3463	48
3464	11
3465	35
3466	34
3467	35
3468	9
3469	51
3470	25
3471	9
3472	13
3473	13
3474	13
3475	17
3476	22
3477	59
3478	62
3479	23
3480	38
3481	40
3482	39
3483	58
3484	51
3485	39
3486	7
3487	35
3488	61
3489	3
3490	50
3491	8
3492	6
3493	4
3494	28
3495	25
3496	36
3497	28
3498	25
3499	59
3500	5
3501	17
3502	7
3503	35
3504	59
3505	23
3506	2
3507	35
3508	52
3509	52
3510	41
3511	57
3512	52
3513	63
3514	44
3515	19
3516	15
3517	12
3518	65
3519	16
3520	2
3521	29
3522	24
3523	41
3524	14
3525	58
3526	4
3527	3
3528	26
3529	50
3530	48
3531	58
3532	7
3533	29
3534	40
3535	23
3536	56
3537	47
3538	40
3539	31
3540	0
3541	47
3542	2
3543	52
3544	0
3545	47
3546	51
3547	53
3548	15
3549	0
3550	47
3551	22
3552	13
3553	21
3554	0
3555	29
3556	22
3557	25
3558	30
3559	29
3560	51
3561	25
3562	56
3563	23
3564	9
3565	0
3566	19
3567	64
3568	51
3569	46
3570	56
3571	48
3572	30
3573	4
3574	11
3575	46
3576	28
3577	64
3578	14
3579	20
3580	44
3581	19
3582	31
3583	50
3584	14
3585	19
3586	46
3587	33
3588	60
3589	1
3590	5
3591	12
3592	35
3593	11
3594	8
3595	15
3596	57
3597	40
3598	5
3599	10
3600	34
3601	51
3602	10
3603	15
3604	46
3605	38
3606	41
3607	49
3608	57
3609	51
3610	19
3611	27
3612	34
3613	16
3614	6
3615	61
3616	16
3617	60
3618	11
3619	65
3620	7
3621	34
3622	43
3623	17
3624	39
3625	40
3626	38
3627	37
3628	27
3629	32
3630	26
3631	58
3632	14
3633	33
3634	47
3635	28
3636	27
3637	25
3638	42
3639	9
3640	26
3641	34
3642	16
3643	28
3644	12
3645	5
3646	63
3647	57
3648	44
3649	61
3650	47
3651	50
3652	26
3653	36
3654	29
3655	26
3656	17
3657	50
3658	1
3659	61
3660	40
3661	61
3662	44
3663	1
3664	41
3665	57
3666	8
3667	14
3668	2
3669	28
3670	29
3671	18
3672	30
3673	19
3674	45
3675	57
3676	35
3677	64
3678	35
3679	21
3680	52
3681	62
3682	29
3683	48
3684	1
3685	45
3686	32
3687	8
3688	40
3689	53
3690	51
3691	18
3692	49
3693	58
3694	8
3695	55
3696	54
3697	38
3698	8
3699	58
3700	54
3701	1
3702	39
3703	43
3704	7
3705	17
3706	53
3707	64
3708	52
3709	34
3710	30
3711	19
3712	57
3713	34
3714	24
3715	15
3716	17
3717	6
3718	10
3719	6
3720	20
3721	43
3722	18
3723	65
3724	33
3725	51
3726	28
3727	21
3728	65
3729	1
3730	8
3731	41
3732	38
3733	59
3734	63
3735	15
3736	57
3737	25
3738	25
3739	34
3740	15
3741	10
3742	8
3743	10
3744	15
3745	31
3746	40
3747	18
3748	38
3749	64
3750	29
3751	4
3752	44
3753	6
3754	26
3755	60
3756	53
3757	36
3758	3
3759	60
3760	18
3761	38
3762	45
3763	65
3764	2
3765	46
3766	61
3767	29
3768	10
3769	47
3770	31
3771	2
3772	11
3773	29
3774	7
3775	59
3776	43
3777	15
3778	52
3779	24
3780	14
3781	33
3782	33
3783	54
3784	6
3785	35
3786	45
3787	27
3788	39
3789	15
3790	13
3791	7
3792	11
3793	58
3794	25
3795	40
3796	61
3797	47
3798	17
3799	36
3800	60
3801	3
3802	14
3803	16
3804	5
3805	40
3806	59
3807	2
3808	63
3809	61
3810	58
3811	64
3812	55
3813	11
3814	34
3815	16
3816	27
3817	14
3818	56
3819	0
3820	57
3821	26
3822	62
3823	16
3824	26
3825	53
3826	6
3827	64
3828	31
3829	9
3830	29
3831	52
3832	52
3833	20
3834	61
3835	41
3836	62
3837	58
3838	23
3839	64
3840	65
3841	53
3842	25
3843	63
3844	24
3845	61
3846	46
3847	35
3848	26
3849	52
3850	51
3851	22
3852	50
3853	44
3854	28
3855	0
3856	57
3857	17
3858	48
3859	21
3860	2
3861	20
3862	48
3863	40
3864	59
3865	64
3866	34
3867	17
3868	34
3869	43
3870	28
3871	62
3872	28
3873	44
3874	54
3875	52
3876	15
3877	58
3878	43
3879	35
3880	60
3881	37
3882	21
3883	37
3884	61
3885	15
3886	30
3887	24
3888	10
3889	61
3890	26
3891	35
3892	26
3893	31
3894	28
3895	30
3896	43
3897	45
3898	0
3899	30
3900	22
3901	8
3902	27
3903	7
3904	38
3905	31
3906	53
3907	25
3908	58
3909	64
3910	45
3911	24
3912	64
3913	48
3914	26
3915	28
3916	15
3917	22
3918	29
3919	65
3920	19
3921	29
3922	38
3923	47
3924	30
3925	41
3926	3
3927	50
3928	5
3929	20
3930	7
3931	48
3932	25
3933	18
3934	6
3935	41
3936	44
3937	64
3938	12
3939	22
3940	1
3941	16
3942	49
3943	49
3944	40
3945	12
3946	32
3947	28
3948	58
3949	57
3950	37
3951	26
3952	30
3953	8
3954	61
3955	16
3956	44
3957	21
3958	1
3959	46
3960	52
3961	6
3962	34
3963	47
3964	10
3965	35
3966	13
3967	5
3968	23
3969	33
3970	2
3971	63
3972	43
3973	34
3974	55
3975	39
3976	26
3977	1
3978	3
3979	33
3980	54
3981	45
3982	26
3983	12
3984	14
3985	13
3986	24
3987	6
3988	15
3989	48
3990	7
3991	49
3992	59
3993	14
3994	59
3995	50
3996	9
3997	15
3998	63
3999	33
4000	30
4001	58
4002	4
4003	51
4004	24
4005	9
4006	16
4007	45
4008	46
4009	32
4010	30
4011	18
4012	57
4013	44
4014	47
4015	8
4016	28
4017	22
4018	39
4019	29
4020	29
4021	54
4022	62
4023	26
4024	47
4025	12
4026	64
4027	57
4028	5
4029	37
4030	53
4031	5
4032	59
4033	38
4034	43
4035	53
4036	5
4037	3
4038	11
4039	12
4040	13
4041	41
4042	46
4043	5
4044	38
4045	2
4046	60
4047	36
4048	40
4049	28
4050	18
4051	59
4052	12
4053	48
4054	59
4055	38
4056	41
4057	27
4058	45
4059	44
4060	53
4061	10
4062	29
4063	65
4064	15
4065	46
4066	7
4067	36
4068	18
4069	7
4070	64
4071	3
4072	7
4073	38
4074	60
4075	61
4076	1
4077	40
4078	36
4079	50
4080	20
4081	13
4082	36
4083	7
4084	48
4085	30
4086	33
4087	55
4088	33
4089	52
4090	63
4091	4
4092	5
4093	45
4094	4
4095	7
4096	54
4097	12
4098	54
4099	52
4100	18
4101	46
4102	12
4103	5
4104	23
4105	48
4106	16
4107	18
4108	5
4109	58
4110	14
4111	16
4112	32
4113	48
4114	53
4115	56
4116	31
4117	35
4118	26
4119	57
4120	61
4121	32
4122	36
4123	55
4124	24
4125	31
4126	18
4127	57
4128	8
4129	15
4130	42
4131	64
4132	40
4133	40
4134	60
4135	21
4136	12
4137	39
4138	9
4139	65
4140	10
4141	19
4142	49
4143	49
4144	9
4145	58
4146	39
4147	61
4148	25
4149	17
4150	60
4151	48
4152	52
4153	19
4154	11
4155	38
4156	23
4157	36
4158	35
4159	30
4160	56
4161	55
4162	58
4163	52
4164	42
4165	9
4166	28
4167	42
4168	54
4169	32
4170	8
4171	0
4172	22
4173	38
4174	23
4175	62
4176	6
4177	3
4178	63
4179	58
4180	60
4181	3
4182	43
4183	26
4184	44
4185	50
4186	18
4187	39
4188	39
4189	54
4190	15
4191	52
4192	52
4193	42
4194	28
4195	56
4196	33
4197	11
4198	39
4199	30
4200	36
4201	30
4202	20
4203	65
4204	31
4205	12
4206	6
4207	62
4208	51
4209	12
4210	25
4211	27
4212	24
4213	29
4214	63
4215	54
4216	46
4217	18
4218	54
4219	55
4220	25
4221	4
4222	4
4223	26
4224	52
4225	59
4226	61
4227	43
4228	17
4229	0
4230	13
4231	11
4232	47
4233	53
4234	48
4235	65
4236	46
4237	10
4238	24
4239	65
4240	31
4241	65
4242	30
4243	15
4244	50
4245	23
4246	55
4247	31
4248	12
4249	36
4250	19
4251	65
4252	31
4253	15
4254	37
4255	47
4256	33
4257	17
4258	21
4259	63
4260	57
4261	31
4262	7
4263	57
4264	11
4265	38
4266	4
4267	34
4268	36
4269	31
4270	53
4271	51
4272	46
4273	55
4274	54
4275	25
4276	23
4277	50
4278	34
4279	29
4280	36
4281	4
4282	41
4283	26
4284	18
4285	38
4286	33
4287	7
4288	8
4289	12
4290	22
4291	5
4292	42
4293	11
4294	43
4295	55
4296	9
4297	29
4298	7
4299	51
4300	15
4301	56
4302	42
4303	36
4304	31
4305	44
4306	43
4307	47
4308	64
4309	45
4310	31
4311	13
4312	36
4313	3
4314	18
4315	40
4316	44
4317	2
4318	28
4319	2
4320	12
4321	41
4322	62
4323	46
4324	18
4325	9
4326	65
4327	12
4328	52
4329	53
4330	16
4331	6
4332	56
4333	4
4334	43
4335	9
4336	6
4337	40
4338	23
4339	24
4340	65
4341	35
4342	24
4343	53
4344	44
4345	1
4346	65
4347	5
4348	54
4349	52
4350	22
4351	58
4352	18
4353	8
4354	1
4355	58
4356	50
4357	48
4358	0
4359	16
4360	65
4361	23
4362	19
4363	45
4364	65
4365	27
4366	7
4367	47
4368	47
4369	57
4370	54
4371	46
4372	27
4373	18
4374	46
4375	60
4376	58
4377	43
4378	5
4379	45
4380	19
4381	21
4382	36
4383	25
4384	22
4385	2
4386	21
4387	35
4388	18
4389	55
4390	40
4391	51
4392	35
4393	65
4394	57
4395	7
4396	58
4397	2
4398	10
4399	43
4400	9
4401	30
4402	59
4403	13
4404	29
4405	33
4406	33
4407	16
4408	44
4409	20
4410	34
4411	28
4412	18
4413	63
4414	40
4415	36
4416	31
4417	55
4418	48
4419	7
4420	36
4421	9
4422	59
4423	22
4424	60
4425	13
4426	27
4427	58
4428	36
4429	63
4430	27
4431	34
4432	58
4433	59
4434	2
4435	27
4436	29
4437	61
4438	39
4439	7
4440	62
4441	60
4442	4
4443	24
4444	51
4445	57
4446	46
4447	48
4448	15
4449	16
4450	11
4451	46
4452	60
4453	9
4454	47
4455	49
4456	21
4457	24
4458	18
4459	50
4460	36
4461	57
4462	9
4463	7
4464	9
4465	7
4466	57
4467	43
4468	24
4469	21
4470	13
4471	26
4472	13
4473	55
4474	65
4475	33
4476	18
4477	17
4478	60
4479	5
4480	2
4481	62
4482	26
4483	65
4484	60
4485	15
4486	14
4487	9
4488	48
4489	42
4490	50
4491	50
4492	17
4493	16
4494	18
4495	65
4496	25
4497	36
4498	39
4499	46
4500	43
4501	23
4502	58
4503	26
4504	47
4505	56
4506	60
4507	13
4508	35
4509	13
4510	6
4511	30
4512	34
4513	11
4514	50
4515	30
4516	2
4517	27
4518	27
4519	47
4520	29
4521	62
4522	25
4523	45
4524	43
4525	52
4526	36
4527	21
4528	58
4529	22
4530	6
4531	64
4532	64
4533	30
4534	39
4535	48
4536	28
4537	55
4538	24
4539	4
4540	22
4541	17
4542	65
4543	33
4544	2
4545	36
4546	7
4547	35
4548	7
4549	64
4550	48
4551	1
4552	24
4553	26
4554	27
4555	23
4556	6
4557	0
4558	35
4559	33
4560	42
4561	3
4562	6
4563	36
4564	48
4565	58
4566	1
4567	14
4568	7
4569	53
4570	14
4571	50
4572	63
4573	48
4574	38
4575	58
4576	2
4577	14
4578	36
4579	32
4580	59
4581	32
4582	61
4583	12
4584	34
4585	44
4586	32
4587	13
4588	52
4589	33
4590	11
4591	62
4592	4
4593	34
4594	33
4595	2
4596	15
4597	17
4598	20
4599	8
4600	45
4601	30
4602	38
4603	0
4604	19
4605	32
4606	29
4607	52
4608	9
4609	19
4610	16
4611	10
4612	2
4613	13
4614	5
4615	32
4616	6
4617	31
4618	58
4619	30
4620	41
4621	64
4622	27
4623	28
4624	19
4625	61
4626	33
4627	60
4628	59
4629	32
4630	3
4631	26
4632	23
4633	18
4634	31
4635	0
4636	37
4637	57
4638	21
4639	15
4640	45
4641	21
4642	26
4643	35
4644	62
4645	53
4646	52
4647	17
4648	9
4649	18
4650	7
4651	25
4652	18
4653	16
4654	52
4655	14
4656	35
4657	35
4658	27
4659	49
4660	35
4661	26
4662	35
4663	59
4664	12
4665	29
4666	18
4667	14
4668	62
4669	40
4670	15
4671	52
4672	6
4673	23
4674	28
4675	27
4676	46
4677	32
4678	50
4679	17
4680	33
4681	63
4682	18
4683	8
4684	51
4685	45
4686	8
4687	8
4688	26
4689	9
4690	1
4691	44
4692	37
4693	12
4694	49
4695	61
4696	43
4697	12
4698	12
4699	57
4700	41
4701	9
4702	53
4703	53
4704	4
4705	64
4706	41
4707	20
4708	21
4709	26
4710	34
4711	44
4712	2
4713	57
4714	19
4715	29
4716	35
4717	17
4718	47
4719	53
4720	41
4721	26
4722	59
4723	15
4724	43
4725	30
4726	56
4727	62
4728	10
4729	12
4730	55
4731	40
4732	44
4733	1
4734	12
4735	18
4736	59
4737	23
4738	23
4739	11
4740	26
4741	23
4742	61
4743	31
4744	55
4745	35
4746	40
4747	36
4748	36
4749	59
4750	19
4751	24
4752	7
4753	17
4754	58
4755	43
4756	38
4757	6
4758	61
4759	46
4760	29
4761	53
4762	17
4763	64
4764	40
4765	1
4766	12
4767	35
4768	57
4769	63
4770	63
4771	38
4772	36
4773	2
4774	22
4775	55
4776	27
4777	14
4778	18
4779	11
4780	3
4781	36
4782	63
4783	61
4784	48
4785	7
4786	2
4787	6
4788	35
4789	14
4790	22
4791	60
4792	6
4793	65
4794	30
4795	37
4796	25
4797	24
4798	29
4799	51
4800	20
4801	20
4802	40
4803	54
4804	64
4805	34
4806	0
4807	19
4808	64
4809	1
4810	5
4811	56
4812	3
4813	41
4814	60
4815	17
4816	12
4817	14
4818	46
4819	31
4820	46
4821	4
4822	63
4823	23
4824	34
4825	28
4826	44
4827	46
4828	21
4829	8
4830	19
4831	62
4832	1
4833	2
4834	0
4835	36
4836	21
4837	35
4838	4
4839	9
4840	57
4841	54
4842	35
4843	50
4844	52
4845	38
4846	21
4847	32
4848	31
4849	62
4850	38
4851	38
4852	14
4853	30
4854	59
4855	41
4856	41
4857	40
4858	45
4859	37
4860	21
4861	37
4862	13
4863	60
4864	11
4865	38
4866	43
4867	49
4868	46
4869	0
4870	45
4871	6
4872	17
4873	43
4874	65
4875	7
4876	35
4877	3
4878	61
4879	9
4880	60
4881	8
4882	51
4883	64
4884	60
4885	49
4886	37
4887	38
4888	25
4889	16
4890	53
4891	51
4892	18
4893	50
4894	32
4895	29
4896	3
4897	35
4898	48
4899	54
4900	51
4901	47
4902	65
4903	58
4904	29
4905	40
4906	61
4907	14
4908	27
4909	41
4910	59
4911	37
4912	47
4913	54
4914	57
4915	65
4916	52
4917	7
4918	57
4919	30
4920	7
4921	23
4922	34
4923	3
4924	59
4925	63
4926	51
4927	6
4928	24
4929	12
4930	61
4931	17
4932	39
4933	50
4934	16
4935	46
4936	27
4937	59
4938	52
4939	7
4940	17
4941	22
4942	34
4943	26
4944	43
4945	24
4946	35
4947	0
4948	2
4949	4
4950	13
4951	44
4952	55
4953	15
4954	40
4955	25
4956	40
4957	6
4958	13
4959	31
4960	36
4961	49
4962	28
4963	35
4964	45
4965	15
4966	34
4967	60
4968	32
4969	42
4970	61
4971	32
4972	40
4973	53
4974	42
4975	50
4976	62
4977	60
4978	0
4979	39
4980	32
4981	5
4982	24
4983	39
4984	46
4985	6
4986	64
4987	51
4988	31
4989	20
4990	43
4991	61
4992	49
4993	11
4994	24
4995	2
4996	65
4997	33
4998	42
4999	41
5000	14
5001	58
5002	4
5003	43
5004	44
5005	17
5006	3
5007	4
5008	10
5009	30
5010	65
5011	32
5012	65
5013	31
5014	9
5015	43
5016	45
5017	16
5018	58
5019	1
5020	64
5021	26
5022	26
5023	52
5024	52
5025	57
5026	4
5027	62
5028	44
5029	42
5030	23
5031	11
5032	15
5033	36
5034	19
5035	4
5036	53
5037	47
5038	18
5039	2
5040	52
5041	33
5042	61
5043	13
5044	41
5045	39
5046	60
5047	33
5048	56
5049	0
5050	48
5051	35
5052	47
5053	16
5054	26
5055	58
5056	19
5057	6
5058	18
5059	23
5060	3
5061	17
5062	51
5063	0
5064	43
5065	1
5066	19
5067	11
5068	48
5069	12
5070	61
5071	27
5072	0
5073	36
5074	0
5075	50
5076	3
5077	10
5078	14
5079	25
5080	35
5081	28
5082	54
5083	53
5084	32
5085	59
5086	52
5087	2
5088	10
5089	50
5090	9
5091	52
5092	54
5093	27
5094	29
5095	20
5096	45
5097	4
5098	28
5099	59
5100	41
5101	53
5102	45
5103	55
5104	15
5105	1
5106	16
5107	51
5108	21
5109	5
5110	36
5111	43
5112	63
5113	47
5114	5
5115	29
5116	34
5117	38
5118	29
5119	33
5120	36
5121	49
5122	9
5123	47
5124	51
5125	16
5126	24
5127	6
5128	8
5129	39
5130	25
5131	7
5132	24
5133	4
5134	62
5135	15
5136	5
5137	46
5138	23
5139	60
5140	36
5141	22
5142	20
5143	20
5144	32
5145	8
5146	24
5147	5
5148	2
5149	6
5150	46
5151	34
5152	64
5153	28
5154	54
5155	56
5156	37
5157	2
5158	26
5159	39
5160	58
5161	28
5162	63
5163	34
5164	22
5165	37
5166	1
5167	61
5168	45
5169	24
5170	11
5171	54
5172	17
5173	34
5174	15
5175	13
5176	29
5177	52
5178	2
5179	60
5180	65
5181	57
5182	60
5183	5
5184	21
5185	20
5186	3
5187	42
5188	54
5189	13
5190	49
5191	14
5192	23
5193	45
5194	9
5195	40
5196	41
5197	14
5198	42
5199	50
5200	29
5201	8
5202	48
5203	6
5204	38
5205	24
5206	54
5207	53
5208	32
5209	1
5210	18
5211	63
5212	53
5213	33
5214	18
5215	4
5216	46
5217	19
5218	49
5219	57
5220	64
5221	58
5222	64
5223	1
5224	32
5225	43
5226	12
5227	25
5228	22
5229	52
5230	59
5231	18
5232	16
5233	51
5234	17
5235	6
5236	11
5237	62
5238	47
5239	64
5240	9
5241	40
5242	34
5243	8
5244	42
5245	65
5246	65
5247	49
5248	14
5249	2
5250	43
5251	45
5252	53
5253	26
5254	65
5255	1
5256	65
5257	3
5258	20
5259	41
5260	26
5261	9
5262	55
5263	28
5264	64
5265	54
5266	57
5267	10
5268	22
5269	56
5270	11
5271	29
5272	12
5273	55
5274	34
5275	8
5276	38
5277	52
5278	39
5279	27
5280	56
5281	2
5282	5
5283	26
5284	0
5285	59
5286	35
5287	63
5288	40
5289	11
5290	21
5291	9
5292	3
5293	57
5294	38
5295	40
5296	3
5297	55
5298	16
5299	34
5300	5
5301	7
5302	41
5303	12
5304	19
5305	9
5306	31
5307	0
5308	6
5309	58
5310	1
5311	22
5312	41
5313	31
5314	42
5315	60
5316	55
5317	58
5318	47
5319	2
5320	6
5321	52
5322	12
5323	55
5324	60
5325	57
5326	11
5327	23
5328	23
5329	62
5330	53
5331	36
5332	46
5333	31
5334	30
5335	29
5336	36
5337	33
5338	46
5339	5
5340	40
5341	0
5342	9
5343	11
5344	44
5345	58
5346	60
5347	65
5348	42
5349	22
5350	8
5351	38
5352	47
5353	12
5354	29
5355	4
5356	9
5357	6
5358	45
5359	3
5360	25
5361	7
5362	44
5363	61
5364	43
5365	62
5366	55
5367	23
5368	13
5369	60
5370	16
5371	3
5372	40
5373	35
5374	57
5375	0
5376	10
5377	23
5378	11
5379	20
5380	64
5381	8
5382	2
5383	19
5384	61
5385	27
5386	47
5387	11
5388	48
5389	57
5390	47
5391	50
5392	20
5393	27
5394	24
5395	43
5396	54
5397	28
5398	2
5399	8
5400	22
5401	8
5402	51
5403	33
5404	55
5405	39
5406	8
5407	3
5408	25
5409	34
5410	10
5411	2
5412	63
5413	7
5414	39
5415	21
5416	56
5417	35
5418	12
5419	62
5420	2
5421	47
5422	50
5423	50
5424	34
5425	13
5426	14
5427	40
5428	0
5429	21
5430	31
5431	65
5432	20
5433	0
5434	52
5435	39
5436	9
5437	38
5438	61
5439	19
5440	40
5441	10
5442	51
5443	3
5444	12
5445	10
5446	57
5447	38
5448	64
5449	21
5450	32
5451	4
5452	13
5453	38
5454	56
5455	13
5456	7
5457	28
5458	50
5459	45
5460	56
5461	4
5462	47
5463	41
5464	4
5465	43
5466	35
5467	5
5468	1
5469	40
5470	0
5471	5
5472	30
5473	57
5474	35
5475	13
5476	36
5477	53
5478	32
5479	43
5480	38
5481	25
5482	57
5483	61
5484	30
5485	13
5486	33
5487	1
5488	27
5489	36
5490	5
5491	1
5492	40
5493	61
5494	10
5495	46
5496	31
5497	44
5498	19
5499	32
5500	7
5501	61
5502	45
5503	28
5504	55
5505	59
5506	3
5507	9
5508	59
5509	52
5510	38
5511	47
5512	51
5513	63
5514	7
5515	57
5516	14
5517	25
5518	11
5519	37
5520	41
5521	60
5522	55
5523	35
5524	40
5525	14
5526	24
5527	16
5528	23
5529	65
5530	41
5531	31
5532	35
5533	41
5534	12
5535	27
5536	14
5537	31
5538	46
5539	33
5540	9
5541	33
5542	53
5543	42
5544	2
5545	14
5546	6
5547	36
5548	43
5549	32
5550	50
5551	52
5552	12
5553	41
5554	31
5555	38
5556	56
5557	48
5558	21
5559	62
5560	4
5561	13
5562	36
5563	57
5564	4
5565	13
5566	51
5567	25
5568	29
5569	50
5570	31
5571	44
5572	48
5573	38
5574	34
5575	52
5576	5
5577	0
5578	4
5579	1
5580	54
5581	19
5582	52
5583	65
5584	7
5585	22
5586	41
5587	21
5588	28
5589	24
5590	61
5591	31
5592	42
5593	33
5594	0
5595	27
5596	56
5597	56
5598	3
5599	50
5600	38
5601	39
5602	51
5603	31
5604	61
5605	3
5606	27
5607	16
5608	49
5609	26
5610	53
5611	40
5612	55
5613	53
5614	6
5615	18
5616	12
5617	62
5618	51
5619	50
5620	60
5621	61
5622	17
5623	55
5624	26
5625	47
5626	9
5627	61
5628	39
5629	13
5630	44
5631	59
5632	29
5633	14
5634	7
5635	0
5636	12
5637	25
5638	36
5639	0
5640	25
5641	23
5642	0
5643	19
5644	44
5645	53
5646	55
5647	6
5648	42
5649	51
5650	35
5651	49
5652	24
5653	22
5654	65
5655	1
5656	58
5657	46
5658	35
5659	56
5660	13
5661	64
5662	28
5663	18
5664	63
5665	42
5666	6
5667	43
5668	56
5669	51
5670	32
5671	56
5672	42
5673	18
5674	18
5675	33
5676	65
5677	45
5678	61
5679	35
5680	50
5681	65
5682	42
5683	43
5684	2
5685	52
5686	45
5687	39
5688	3
5689	36
5690	19
5691	59
5692	33
5693	6
5694	34
5695	13
5696	36
5697	59
5698	26
5699	57
5700	11
5701	31
5702	46
5703	37
5704	17
5705	61
5706	65
5707	58
5708	60
5709	59
5710	38
5711	5
5712	8
5713	34
5714	40
5715	6
5716	31
5717	33
5718	58
5719	8
5720	15
5721	19
5722	59
5723	46
5724	30
5725	7
5726	26
5727	5
5728	54
5729	6
5730	24
5731	62
5732	28
5733	62
5734	55
5735	60
5736	42
5737	5
5738	52
5739	58
5740	61
5741	53
5742	40
5743	4
5744	54
5745	33
5746	2
5747	43
5748	65
5749	35
5750	37
5751	28
5752	19
5753	0
5754	32
5755	18
5756	2
5757	24
5758	34
5759	35
5760	58
5761	26
5762	28
5763	52
5764	21
5765	11
5766	48
5767	55
5768	57
5769	65
5770	38
5771	8
5772	5
5773	39
5774	19
5775	63
5776	44
5777	32
5778	3
5779	8
5780	41
5781	1
5782	16
5783	60
5784	28
5785	28
5786	1
5787	53
5788	8
5789	15
5790	47
5791	27
5792	60
5793	42
5794	48
